movieId,genres,title
2554,Horror|Sci-Fi|Thriller,Children of the Damned (1963)
2555,Comedy,Baby Geniuses (1999)
2557,Drama|Thriller,I Stand Alone (Seul contre tous) (1998)
2558,Comedy|Romance,Forces of Nature (1999)
2559,Animation|Children,The King and I (1999)
2560,Horror|Thriller,Ravenous (1999)
2561,Crime|Thriller,True Crime (1999)
2563,Drama,Dangerous Beauty (1998)
2565,Drama|Musical|Romance,The King and I (1956)
2566,Animation|Children,Doug's 1st Movie (1999)
2567,Comedy,EDtv (1999)
2568,Action|Crime,The Mod Squad (1999)
2570,Drama|Romance,A Walk on the Moon (1999)
2571,Action|Sci-Fi|Thriller,The Matrix (1999)
2572,Comedy|Romance,10 Things I Hate About You (1999)
2573,Drama|Musical,Tango (1998)
2574,Comedy,The Out-of-Towners (1999)
2575,Drama,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)"
2577,Comedy|Drama,Metroland (1997)
2579,Crime|Mystery|Thriller,Following (1998)
2580,Comedy|Crime,Go (1999)
2581,Comedy|Romance,Never Been Kissed (1999)
2582,Action|Comedy,Twin Dragons (Shuang long hui) (1992)
2583,Comedy|Drama,Cookie's Fortune (1999)
2585,Drama|Romance,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)"
2586,Comedy|Crime|Thriller,Goodbye Lover (1999)
2587,Comedy|Crime|Drama,Life (1999)
2589,Comedy|Drama|Romance,Friends & Lovers (1999)
2590,Drama,Hideous Kinky (1998)
2593,Comedy,"Monster, The (Mostro, Il) (1994)"
2594,Drama|Romance|Sci-Fi|Thriller,Open Your Eyes (Abre los ojos) (1997)
2596,Comedy|Drama,SLC Punk! (1998)
2597,Comedy|Romance,Lost & Found (1999)
2598,Comedy,Pushing Tin (1999)
2599,Comedy,Election (1999)
2600,Action|Sci-Fi|Thriller,eXistenZ (1999)
2605,Crime|Thriller,Entrapment (1999)
2606,Comedy|Horror,Idle Hands (1999)
2607,Drama|Romance,Get Real (1998)
2609,Drama,"King of Masks, The (Bian Lian) (1996)"
2611,Drama,The Winslow Boy (1999)
2612,Drama|Film-Noir,Mildred Pierce (1945)
2613,Comedy|Horror|Sci-Fi,Night of the Comet (1984)
2614,Action|Horror|Sci-Fi,Chopping Mall (a.k.a. Killbots) (1986)
2615,Adventure|Sci-Fi,My Science Project (1985)
2616,Action|Crime,Dick Tracy (1990)
2617,Action|Adventure|Comedy|Fantasy|Horror|Thriller,The Mummy (1999)
2618,Comedy,The Castle (1997)
2620,Drama|Romance,This Is My Father (1998)
2622,Comedy|Fantasy,William Shakespeare's A Midsummer Night's Dream (1999)
2623,Comedy,Trippin' (1999)
2624,Drama|Fantasy,After Life (Wandafuru raifu) (1998)
2625,Action|Adventure|Crime|Sci-Fi|Thriller,Black Mask (Hak hap) (1996)
2628,Action|Adventure|Sci-Fi,Star Wars: Episode I - The Phantom Menace (1999)
2629,Comedy|Romance,The Love Letter (1999)
2630,Drama,Besieged (a.k.a. L' Assedio) (1998)
2632,Adventure|Drama|Mystery,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)"
2633,Horror|Romance,The Mummy (1932)
2634,Horror,The Mummy (1959)
2639,Drama,Mommie Dearest (1981)
2640,Action|Adventure|Sci-Fi,Superman (1978)
2641,Action|Sci-Fi,Superman II (1980)
2642,Action|Adventure|Sci-Fi,Superman III (1983)
2643,Action|Adventure|Sci-Fi,Superman IV: The Quest for Peace (1987)
2644,Horror,Dracula (1931)
2648,Drama|Horror|Sci-Fi,Frankenstein (1931)
2651,Horror,Frankenstein Meets the Wolf Man (1943)
2652,Horror,The Curse of Frankenstein (1957)
2654,Drama|Fantasy|Horror,The Wolf Man (1941)
2655,Horror,Howling II: Your Sister Is a Werewolf (1985)
2656,Horror|Sci-Fi,Tarantula (1955)
2657,Comedy|Horror|Musical|Sci-Fi,The Rocky Horror Picture Show (1975)
2659,Comedy|Documentary,It Came from Hollywood (1982)
2660,Horror|Sci-Fi,The Thing from Another World (1951)
2661,Sci-Fi,It Came from Outer Space (1953)
2662,Action|Drama|Sci-Fi,The War of the Worlds (1953)
2664,Horror|Sci-Fi|Thriller,Invasion of the Body Snatchers (1956)
2665,Sci-Fi,Earth vs. the Flying Saucers (1956)
2668,Horror|Sci-Fi,Swamp Thing (1982)
2669,War,Pork Chop Hill (1959)
2670,War,Run Silent Run Deep (1958)
2671,Comedy|Romance,Notting Hill (1999)
2672,Drama|Sci-Fi|Thriller,The Thirteenth Floor (1999)
2674,Drama|Fantasy,The Loss of Sexual Innocence (1999)
2676,Drama|Thriller,Instinct (1999)
2677,Documentary|Musical,Buena Vista Social Club (1999)
2681,Comedy|Romance|Sci-Fi,Free Enterprise (1998)
2682,Drama,Limbo (1999)
2683,Action|Adventure|Comedy,Austin Powers: The Spy Who Shagged Me (1999)
2686,Drama|Mystery,"Red Violin, The (Violon rouge, Le) (1998)"
2687,Adventure|Animation|Children|Drama,Tarzan (1999)
2688,Crime|Drama|Mystery|Thriller,The General's Daughter (1999)
2690,Comedy|Romance,An Ideal Husband (1999)
2691,Drama,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)"
2692,Action|Crime,Run Lola Run (Lola rennt) (1998)
2693,Documentary,Trekkies (1997)
2694,Comedy,Big Daddy (1999)
2695,Drama,The Boys (1998)
2696,Comedy,"Dinner Game, The (Dîner de cons, Le) (1998)"
2697,Comedy|Drama|Romance,My Son the Fanatic (1997)
2698,Sci-Fi,Zone 39 (1997)
2699,Comedy|Horror,Arachnophobia (1990)
2700,Animation|Comedy|Musical,"South Park: Bigger, Longer and Uncut (1999)"
2701,Action|Comedy|Sci-Fi|Western,Wild Wild West (1999)
2702,Drama,Summer of Sam (1999)
2706,Comedy|Romance,American Pie (1999)
2707,Thriller,Arlington Road (1999)
2708,Romance,"Autumn Tale, An (Conte d'automne) (1998)"
2709,Children|Comedy,Muppets From Space (1999)
2710,Drama|Horror|Thriller,The Blair Witch Project (1999)
2712,Drama|Mystery|Thriller,Eyes Wide Shut (1999)
2713,Horror|Thriller,Lake Placid (1999)
2716,Action|Comedy|Sci-Fi,Ghostbusters (a.k.a. Ghost Busters) (1984)
2717,Comedy|Fantasy|Sci-Fi,Ghostbusters II (1989)
2718,Comedy,Drop Dead Gorgeous (1999)
2719,Horror|Thriller,The Haunting (1999)
2720,Action|Adventure|Children|Comedy,Inspector Gadget (1999)
2722,Action|Horror|Sci-Fi|Thriller,Deep Blue Sea (1999)
2723,Action|Comedy|Fantasy,Mystery Men (1999)
2724,Comedy|Romance,Runaway Bride (1999)
2725,Drama,Twin Falls Idaho (1999)
2726,Crime|Film-Noir,The Killing (1956)
2727,Crime|Film-Noir,Killer's Kiss (1955)
2728,Action|Drama|Romance|War,Spartacus (1960)
2729,Drama|Romance,Lolita (1962)
2730,Drama|Romance|War,Barry Lyndon (1975)
2731,Crime|Drama,"400 Blows, The (Les quatre cents coups) (1959)"
2732,Drama|Romance,Jules and Jim (Jules et Jim) (1961)
2733,Adventure|Comedy|Romance,Vibes (1988)
2734,Adventure|Drama|Thriller,The Mosquito Coast (1986)
2735,Action|Adventure|Comedy|Fantasy|Mystery,The Golden Child (1986)
2736,Comedy,Brighton Beach Memoirs (1986)
2737,Action|Drama|Thriller,Assassination (1987)
2738,Comedy|Drama,Crimes of the Heart (1986)
2739,Drama,The Color Purple (1985)
2740,Horror|Sci-Fi,The Kindred (1986)
2741,Action|Crime|Thriller,No Mercy (1986)
2742,Comedy|Drama,Ménage (Tenue de soirée) (1986)
2743,Drama,Native Son (1986)
2744,Drama,Otello (1986)
2745,Drama,The Mission (1986)
2746,Comedy|Horror|Musical,Little Shop of Horrors (1986)
2747,Comedy|Horror,The Little Shop of Horrors (1960)
2748,Action|Adventure|Comedy,Allan Quatermain and the Lost City of Gold (1987)
2749,Drama|Mystery,The Morning After (1986)
2750,Comedy|Drama,Radio Days (1987)
2751,Comedy|Drama,From the Hip (1987)
2752,Comedy|Mystery,Outrageous Fortune (1987)
2754,Horror,Deadtime Stories (1987)
2757,Drama,Frances (1982)
2759,Comedy,Dick (1999)
2761,Adventure|Animation|Children|Drama|Sci-Fi,The Iron Giant (1999)
2762,Drama|Horror|Mystery,The Sixth Sense (1999)
2763,Action|Mystery,The Thomas Crown Affair (1999)
2764,Crime|Drama|Romance|Thriller,The Thomas Crown Affair (1968)
2765,Comedy|Drama,The Acid House (1998)
2766,Comedy|Drama,The Adventures of Sebastian Cole (1998)
2769,Crime|Drama,The Yards (2000)
2770,Comedy,Bowfinger (1999)
2771,Drama,Brokedown Palace (1999)
2772,Comedy,Detroit Rock City (1999)
2774,Comedy|Romance,Better Than Chocolate (1999)
2775,Drama,Head On (1998)
2779,Comedy,Heaven Can Wait (1978)
2782,Horror,Pit and the Pendulum (1961)
2784,Horror,The Masque of the Red Death (1964)
2786,Comedy,Haunted Honeymoon (1986)
2787,Horror,Cat's Eye (1985)
2788,Comedy,Monty Python's And Now for Something Completely Different (1971)
2789,Horror,Damien: Omen II (1978)
2790,Horror|Thriller,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)"
2791,Comedy,Airplane! (1980)
2792,Comedy,Airplane II: The Sequel (1982)
2793,Comedy|Horror|Romance|Thriller,An American Werewolf in Paris (1997)
2794,Adventure|Comedy|Romance,European Vacation (aka National Lampoon's European Vacation) (1985)
2795,Comedy,National Lampoon's Vacation (1983)
2796,Comedy,Funny Farm (1988)
2797,Comedy|Drama|Fantasy|Romance,Big (1988)
2798,Children|Comedy,Problem Child (1990)
2799,Comedy,Problem Child 2 (1991)
2800,Adventure|Animation|Children|Drama|Fantasy,Little Nemo: Adventures in Slumberland (1992)
2801,Drama|Romance,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997)
2802,Action|Drama|Romance|Thriller,Tequila Sunrise (1988)
2803,Crime|Drama|Mystery|Romance|Thriller,The Pelican Brief (1993)
2804,Children|Comedy,A Christmas Story (1983)
2805,Comedy|Romance,Mickey Blue Eyes (1999)
2806,Comedy|Thriller,Teaching Mrs. Tingle (1999)
2807,Action|Sci-Fi,Universal Soldier: The Return (1999)
2808,Action|Sci-Fi,Universal Soldier (1992)
2810,Animation|Horror|Mystery|Thriller,Perfect Blue (1997)
2812,Action|Thriller,In Too Deep (1999)
2813,Documentary,The Source (1999)
2815,Action|War,Iron Eagle (1986)
2816,Action|War,Iron Eagle II (1988)
2817,Action,Aces: Iron Eagle III (1992)
2818,Action|War,Iron Eagle IV (1995)
2819,Drama|Mystery|Romance|Thriller,Three Days of the Condor (3 Days of the Condor) (1975)
2820,Drama,Hamlet (1964)
2822,Adventure|Romance,Medicine Man (1992)
2824,Documentary|Drama,On the Ropes (1999)
2826,Action|Adventure|Fantasy,The 13th Warrior (1999)
2827,Horror|Sci-Fi|Thriller,The Astronaut's Wife (1999)
2828,Children|Comedy,Dudley Do-Right (1999)
2829,Comedy,The Muse (1999)
2835,Action|Adventure|Comedy|Thriller,Chill Factor (1999)
2836,Comedy,Outside Providence (1999)
2837,Comedy|Romance,Bedrooms & Hallways (1998)
2839,Drama,West Beirut (West Beyrouth) (1998)
2840,Drama|Thriller,Stigmata (1999)
2841,Horror|Mystery|Thriller,Stir of Echoes (1999)
2843,Comedy|Romance,"Black Cat, White Cat (Crna macka, beli macor) (1998)"
2844,Drama|Mystery,The Minus Man (1999)
2846,Adventure|Children|Comedy|Drama,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)"
2847,Adventure|Drama|Romance,Only Angels Have Wings (1939)
2848,Drama,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)"
2851,Adventure|Sci-Fi|Thriller,Saturn 3 (1980)
2852,Drama,A Soldier's Story (1984)
2856,Thriller,I Saw What You Did (1965)
2857,Adventure|Animation|Comedy|Fantasy|Musical,Yellow Submarine (1968)
2858,Drama|Romance,American Beauty (1999)
2859,Documentary|Musical,Stop Making Sense (1984)
2860,Comedy,Blue Streak (1999)
2861,Comedy|Drama,For Love of the Game (1999)
2862,Drama,Caligula (1979)
2863,Adventure|Comedy|Musical,A Hard Day's Night (1964)
2865,Comedy,Sugar Town (1999)
2866,Drama,The Buddy Holly Story (1978)
2867,Comedy|Horror|Thriller,Fright Night (1985)
2868,Horror,Fright Night Part II (1988)
2870,Comedy,Barefoot in the Park (1967)
2871,Adventure|Drama|Thriller,Deliverance (1972)
2872,Adventure|Fantasy,Excalibur (1981)
2874,Comedy|Musical|Romance,The Pajama Game (1957)
2875,Drama|Mystery|Romance,Sommersby (1993)
2876,Animation|Children|Fantasy,Thumbelina (1994)
2877,Musical,Tommy (1975)
2878,Horror,Hell Night (1981)
2879,Action|Adventure|Comedy,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991)
2880,Action|Adventure|Comedy,Armour of God (Long xiong hu di) (1987)
2881,Action|Crime|Drama|Thriller,Double Jeopardy (1999)
2882,Drama,Jakob the Liar (1999)
2883,Comedy|Drama,Mumford (1999)
2884,Comedy|Romance,Dog Park (1998)
2885,Drama|Romance,Guinevere (1999)
2886,Children|Comedy,The Adventures of Elmo in Grouchland (1999)
2887,Action|Comedy,Simon Sez (1999)
2888,Comedy|Romance,Drive Me Crazy (1999)
2889,Comedy|Drama,"Mystery, Alaska (1999)"
2890,Action|Adventure|Comedy|Drama|War,Three Kings (1999)
2891,Comedy,"Happy, Texas (1999)"
2892,Action|Drama,New Rose Hotel (1998)
2893,Action|Adventure|Drama,Plunkett & MaCleane (1999)
2894,Drama|Romance,Romance (1999)
2896,Western,Alvarez Kelly (1966)
2897,Comedy|War,And the Ship Sails On (E la nave va) (1983)
2898,Horror|Mystery,The Dark Half (1993)
2899,Adventure|Animation|Children,Gulliver's Travels (1939)
2900,Horror|Sci-Fi,Monkey Shines (1988)
2901,Horror|Sci-Fi,Phantasm (1979)
2902,Horror|Mystery|Thriller,Psycho II (1983)
2903,Horror|Thriller,Psycho III (1986)
2905,Action|Adventure|Drama,Sanjuro (Tsubaki Sanjûrô) (1962)
2906,Drama|Romance,Random Hearts (1999)
2907,Comedy,Superstar (1999)
2908,Drama,Boys Don't Cry (1999)
2912,Crime|Drama|Thriller,The Limey (1999)
2915,Comedy,Risky Business (1983)
2916,Action|Adventure|Sci-Fi|Thriller,Total Recall (1990)
2917,Crime|Thriller,Body Heat (1981)
2918,Comedy,Ferris Bueller's Day Off (1986)
2919,Drama|Romance|War,The Year of Living Dangerously (1982)
2921,Western,High Plains Drifter (1973)
2922,Crime|Drama|Western,Hang 'Em High (1968)
2924,Action|Comedy,Drunken Master (Jui kuen) (1978)
2925,Drama,"Conformist, The (Conformista, Il) (1970)"
2926,Comedy|Drama,Hairspray (1988)
2927,Drama|Romance,Brief Encounter (1946)
2928,Drama,The Razor's Edge (1984)
2929,Drama|Romance,Reds (1981)
2930,Documentary,Return with Honor (1998)
2931,Comedy|Crime|Drama|Fantasy,Time of the Gypsies (Dom za vesanje) (1989)
2932,Drama,Days of Heaven (1978)
2935,Comedy|Romance,The Lady Eve (1941)
2936,Adventure|Comedy|Romance,Sullivan's Travels (1941)
2937,Comedy,The Palm Beach Story (1942)
2939,Drama|Thriller,Niagara (1953)
2940,Drama|Film-Noir|Mystery|Romance,Gilda (1946)
2941,Musical|Romance|War,South Pacific (1958)
2942,Drama|Romance,Flashdance (1983)
2943,Drama|Romance,Indochine (1992)
2944,Action|Drama|War,The Dirty Dozen (1967)
2946,Comedy|Musical,Help! (1965)
2947,Action|Adventure|Thriller,Goldfinger (1964)
2948,Action|Adventure|Thriller,From Russia with Love (1963)
2949,Action|Adventure|Thriller,Dr. No (1962)
2950,Adventure|Drama|Romance,The Blue Lagoon (1980)
2951,Action|Western,"Fistful of Dollars, A (Per un pugno di dollari) (1964)"
2952,Crime|Drama|Thriller,Sydney (Hard Eight) (1996)
2953,Children|Comedy,Home Alone 2: Lost in New York (1992)
2956,Action|Crime|Thriller,Someone to Watch Over Me (1987)
2959,Action|Crime|Drama|Thriller,Fight Club (1999)
2961,Comedy|Drama,The Story of Us (1999)
2962,Comedy|Romance,Fever Pitch (1997)
2964,Drama,Julien Donkey-Boy (1999)
2965,Action,The Omega Code (1999)
2966,Adventure|Drama,The Straight Story (1999)
2967,Drama|Thriller,The Bad Seed (1956)
2968,Adventure|Comedy|Fantasy|Sci-Fi,Time Bandits (1981)
2969,Drama|Romance,"Man and a Woman, A (Un homme et une femme) (1966)"
2970,Adventure|Drama,Fitzcarraldo (1982)
2971,Drama|Fantasy|Musical,All That Jazz (1979)
2972,Drama|War,Red Sorghum (Hong gao liang) (1987)
2973,Comedy|Crime|Drama,Crimes and Misdemeanors (1989)
2974,Horror|Thriller,Bats (1999)
2975,Comedy|Drama,The Best Man (1999)
2976,Drama,Bringing Out the Dead (1999)
2977,Comedy|Drama,Crazy in Alabama (1999)
2978,Comedy|Romance,Three to Tango (1999)
2979,Drama,Body Shots (1999)
2982,Horror|Thriller,The Guardian (1990)
2983,Thriller,The Ipcress File (1965)
2984,Documentary,On Any Sunday (1971)
2985,Action|Crime|Drama|Sci-Fi|Thriller,RoboCop (1987)
2986,Action|Crime|Sci-Fi|Thriller,RoboCop 2 (1990)
2987,Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,Who Framed Roger Rabbit? (1988)
2988,Drama,Melvin and Howard (1980)
2989,Action|Adventure|Thriller,For Your Eyes Only (1981)
2990,Action|Adventure|Thriller,Licence to Kill (1989)
2991,Action|Adventure|Thriller,Live and Let Die (1973)
2992,Horror|Thriller,Rawhead Rex (1986)
2993,Action|Adventure|Thriller,Thunderball (1965)
2995,Horror|Thriller,House on Haunted Hill (1999)
2996,Drama,Music of the Heart (1999)
2997,Comedy|Drama|Fantasy,Being John Malkovich (1999)
3000,Action|Adventure|Animation|Drama|Fantasy,Princess Mononoke (Mononoke-hime) (1997)
3002,Documentary,My Best Fiend (Mein liebster Feind) (1999)
3003,Comedy|Drama|Romance|War,Train of Life (Train de vie) (1998)
3004,Comedy|Romance,The Bachelor (1999)
3005,Thriller,The Bone Collector (1999)
3006,Drama|Thriller,The Insider (1999)
3007,Documentary,American Movie (1999)
3008,Drama|Sci-Fi,Last Night (1998)
3010,Drama,Rosetta (1999)
3011,Drama,"They Shoot Horses, Don't They? (1969)"
3013,Comedy|Horror,Bride of Re-Animator (1990)
3014,Comedy,Bustin' Loose (1981)
3015,Thriller,Coma (1978)
3016,Horror,Creepshow (1982)
3017,Horror,Creepshow 2 (1987)
3018,Comedy|Horror|Sci-Fi,Re-Animator (1985)
3019,Crime|Drama,Drugstore Cowboy (1989)
3020,Action|Drama,Falling Down (1993)
3021,Horror,The Funhouse (1981)
3022,Comedy|War,The General (1926)
3024,Horror|Sci-Fi,Piranha (1978)
3028,Comedy,The Taming of the Shrew (1967)
3029,Action|Drama,Nighthawks (1981)
3030,Action|Adventure,Yojimbo (1961)
3031,Comedy,Repossessed (1990)
3032,Action|Drama|Sci-Fi|Thriller,The Omega Man (1971)
3033,Comedy|Sci-Fi,Spaceballs (1987)
3034,Adventure|Animation|Children|Comedy|Musical,Robin Hood (1973)
3035,Comedy|Drama|War,Mister Roberts (1955)
3036,Adventure|Drama,"Quest for Fire (Guerre du feu, La) (1981)"
3037,Western,Little Big Man (1970)
3038,Drama,A Face in the Crowd (1957)
3039,Comedy,Trading Places (1983)
3040,Comedy,Meatballs (1979)
3041,Comedy,Meatballs Part II (1984)
3042,Comedy,Meatballs III (1987)
3043,Comedy,Meatballs 4 (1992)
3044,Mystery|Romance|Thriller,Dead Again (1991)
3045,Comedy|Drama,Peter's Friends (1992)
3046,Comedy|Romance,The Incredibly True Adventure of Two Girls in Love (1995)
3048,Comedy,Under the Rainbow (1981)
3051,Comedy|Drama,Anywhere But Here (1999)
3052,Adventure|Comedy|Fantasy,Dogma (1999)
3053,Drama|War,The Messenger: The Story of Joan of Arc (1999)
3054,Adventure|Animation|Children|Fantasy|Sci-Fi,Pokémon: The First Movie (1998)
3055,Thriller,Felicia's Journey (1999)
3056,Crime|Drama|Thriller,Oxygen (1999)
3057,Comedy,Where's Marlowe? (1998)
3060,Comedy|Drama|Musical,The Commitments (1991)
3061,Comedy|Musical,Holiday Inn (1942)
3062,Action|Drama|War,The Longest Day (1962)
3063,Drama|Thriller,Poison Ivy (1992)
3064,Drama|Thriller,Poison Ivy: New Seduction (1997)
3066,Action|Drama|War,Tora! Tora! Tora! (1970)
3067,Comedy|Drama,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988)
3068,Drama|Mystery,The Verdict (1982)
3070,Adventure|Comedy|Sci-Fi,The Adventures of Buckaroo Banzai Across the 8th Dimension (1984)
3071,Comedy|Drama,Stand and Deliver (1988)
3072,Comedy|Romance,Moonstruck (1987)
3073,Drama|Romance,The Sandpiper (1965)
3074,Western,Jeremiah Johnson (1972)
3075,Drama|Horror,Repulsion (1965)
3076,Comedy,Irma la Douce (1963)
3077,Documentary,42 Up (1998)
3078,Drama,Liberty Heights (1999)
3079,Comedy|Drama|Romance,Mansfield Park (1999)
3081,Fantasy|Horror|Mystery|Romance,Sleepy Hollow (1999)
3082,Action|Adventure|Thriller,The World Is Not Enough (1999)
3083,Drama,All About My Mother (Todo sobre mi madre) (1999)
3086,Children|Comedy|Fantasy|Musical,Babes in Toyland (1934)
3087,Comedy|Fantasy|Romance,Scrooged (1988)
3088,Comedy|Fantasy,Harvey (1950)
3089,Drama,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948)
3090,Drama,Matewan (1987)
3091,Drama|War,Kagemusha (1980)
3093,Drama|Western,McCabe & Mrs. Miller (1971)
3094,Drama|Romance,Maurice (1987)
3095,Drama,The Grapes of Wrath (1940)
3096,Comedy,My Man Godfrey (1957)
3097,Comedy|Drama|Romance,The Shop Around the Corner (1940)
3098,Drama,The Natural (1984)
3099,Comedy|Drama|Romance,Shampoo (1975)
3100,Drama,A River Runs Through It (1992)
3101,Drama|Thriller,Fatal Attraction (1987)
3102,Crime|Romance|Thriller,Jagged Edge (1985)
3103,Drama|Romance,Stanley & Iris (1990)
3104,Action|Comedy|Crime|Thriller,Midnight Run (1988)
3105,Drama|Mystery,Awakenings (1990)
3106,Drama|Romance,Come See the Paradise (1990)
3107,Action|Drama,Backdraft (1991)
3108,Comedy|Drama|Fantasy|Romance,The Fisher King (1991)
3109,Drama,The River (1984)
3111,Drama,Places in the Heart (1984)
3112,Drama,'night Mother (1986)
3113,Action|Fantasy|Horror|Mystery|Thriller,End of Days (1999)
3114,Adventure|Animation|Children|Comedy|Fantasy,Toy Story 2 (1999)
3115,Drama,Flawless (1999)
3117,Drama|Romance|War,Ride with the Devil (1999)
3120,Comedy,The Distinguished Gentleman (1992)
3125,Drama,The End of the Affair (1999)
3127,Comedy|Drama,Holy Smoke (1999)
3129,Comedy|Drama,Sweet and Lowdown (1999)
3130,Comedy|Crime|Drama,Bonfire of the Vanities (1990)
3132,Comedy|Drama,Daddy Long Legs (1919)
3134,Drama|War,Grand Illusion (La grande illusion) (1937)
3135,Drama,The Great Santini (1979)
3138,Drama,Stealing Home (1988)
3141,Drama,The Two Jakes (1990)
3142,Documentary|Musical,U2: Rattle and Hum (1988)
3143,Drama|War,Hell in the Pacific (1968)
3145,Drama,Cradle Will Rock (1999)
3146,Comedy,Deuce Bigalow: Male Gigolo (1999)
3147,Crime|Drama,The Green Mile (1999)
3148,Drama,The Cider House Rules (1999)
3150,Drama|Thriller,The War Zone (1999)
3152,Drama,The Last Picture Show (1971)
3153,Action|Adventure|Fantasy,The 7th Voyage of Sinbad (1958)
3155,Drama|Romance,Anna and the King (1999)
3156,Drama|Romance|Sci-Fi,Bicentennial Man (1999)
3157,Children|Comedy|Fantasy,Stuart Little (1999)
3158,Drama,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)"
3159,Animation|Children|Musical|IMAX,Fantasia 2000 (1999)
3160,Drama,Magnolia (1999)
3161,Drama|Romance,Onegin (1999)
3162,Comedy|Drama,Simpatico (1999)
3163,Comedy|Drama|Musical,Topsy-Turvy (1999)
3165,Action|Drama,Boiling Point (1993)
3167,Comedy|Drama,Carnal Knowledge (1971)
3168,Adventure|Drama,Easy Rider (1969)
3169,Crime|Drama|Thriller,The Falcon and the Snowman (1985)
3171,Drama,Room at the Top (1959)
3173,Drama,Any Given Sunday (1999)
3174,Comedy|Drama,Man on the Moon (1999)
3175,Adventure|Comedy|Sci-Fi,Galaxy Quest (1999)
3176,Drama|Mystery|Thriller,The Talented Mr. Ripley (1999)
3177,Comedy,Next Friday (2000)
3178,Drama,The Hurricane (1999)
3179,Drama,Angela's Ashes (1999)
3181,Drama,Titus (1999)
3182,Documentary,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)"
3183,Drama,The Third Miracle (1999)
3185,Drama,Snow Falling on Cedars (1999)
3186,Drama,"Girl, Interrupted (1999)"
3189,Children|Drama,My Dog Skip (1999)
3190,Adventure|Sci-Fi|Thriller,Supernova (2000)
3192,Drama,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)"
3194,Drama|Romance,The Way We Were (1973)
3196,Drama|War,Stalag 17 (1953)
3197,Action|Crime|Romance|Thriller,The Presidio (1988)
3198,Crime|Drama,Papillon (1973)
3200,Comedy|Drama,The Last Detail (1973)
3201,Drama,Five Easy Pieces (1970)
3203,Thriller,Dead Calm (1989)
3204,Action|Mystery|Thriller,The Boys from Brazil (1978)
3206,Romance,Against All Odds (1984)
3208,Action|Comedy,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993)
3210,Comedy|Drama|Romance,Fast Times at Ridgemont High (1982)
3211,Drama,A Cry in the Dark (1988)
3213,Animation|Children,Batman: Mask of the Phantasm (1993)
3214,Drama,American Flyers (1985)
3217,Drama,A Star Is Born (1937)
3219,Mystery|Thriller,Pacific Heights (1990)
3221,Drama,The Draughtsman's Contract (1982)
3223,Drama,A Zed & Two Noughts (1985)
3224,Drama,Woman in the Dunes (Suna no onna) (1964)
3225,Comedy|Romance,Down to You (2000)
3230,Thriller,The Odessa File (1974)
3235,Comedy,Where the Buffalo Roam (1980)
3238,Thriller,Eye of the Beholder (1999)
3240,Comedy,The Big Tease (1999)
3241,Comedy,"Cup, The (Phörpa) (1999)"
3243,Comedy,Encino Man (1992)
3244,Comedy|Romance,The Goodbye Girl (1977)
3246,Drama,Malcolm X (1992)
3247,Comedy|Crime,Sister Act (1992)
3248,Comedy,Sister Act 2: Back in the Habit (1993)
3249,Drama|Thriller,The Hand That Rocks the Cradle (1992)
3250,Drama,Alive (1993)
3251,Drama|Mystery,Agnes of God (1985)
3252,Drama,Scent of a Woman (1992)
3253,Comedy,Wayne's World (1992)
3254,Comedy,Wayne's World 2 (1993)
3255,Comedy|Drama,A League of Their Own (1992)
3256,Action|Crime|Drama|Thriller,Patriot Games (1992)
3257,Drama|Romance|Thriller,The Bodyguard (1992)
3258,Comedy|Fantasy,Death Becomes Her (1992)
3259,Adventure|Drama|Romance,Far and Away (1992)
3260,Drama,Howards End (1992)
3261,Comedy|Drama|Romance,Singles (1992)
3262,Crime|Drama|Mystery|Thriller,Twin Peaks: Fire Walk with Me (1992)
3263,Comedy|Drama,White Men Can't Jump (1992)
3264,Action|Comedy|Horror,Buffy the Vampire Slayer (1992)
3265,Action|Crime|Drama|Thriller,Hard-Boiled (Lat sau san taam) (1992)
3266,Comedy|Crime|Drama|Thriller,Man Bites Dog (C'est arrivé près de chez vous) (1992)
3267,Action|Crime|Thriller|Western,"Mariachi, El (1992)"
3268,Action|Comedy,Stop! Or My Mom Will Shoot (1992)
3269,Drama|Romance|Sci-Fi,Forever Young (1992)
